query,title,authors,publication,date,doi,citations,link
fourth generation AND district heating and cooling,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
fourth generation AND district heating and cooling,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fourth generation AND district heating and cooling,Real-world deployment of model-free reinforcement learning for energy control in district heating systems: Enhancing flexibility across neighboring buildings,Moshari A.,Applied Energy,2026-01-01,10.1016/j.apenergy.2025.126997,0,https://api.elsevier.com/content/abstract/scopus_id/105020937658
fourth generation AND district heating and cooling,Experimental investigation on the thermal performance of a novel inverted pyramid-shaped simultaneous cold and heat storage water tank,Ren Y.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110234,1,https://api.elsevier.com/content/abstract/scopus_id/105013360441
fourth generation AND district heating and cooling,"Integrating solutions for enabling the sustainable development of energy, water and environment systems",Kılkış Ş.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120492,1,https://api.elsevier.com/content/abstract/scopus_id/105016830534
fourth generation AND district heating and cooling,AI-Based Air Quality Tracking for Smart City Management on Performance Enhancement Health and Physical Sports,Shrivastava Y.,Lecture Notes in Electrical Engineering,2026-01-01,10.1007/978-981-96-9971-1_23,0,https://api.elsevier.com/content/abstract/scopus_id/105023059474
fourth generation AND district heating and cooling,Shipboard applications of heat pumps and thermal energy storage under dual carbon targets: Opportunities and challenges,Gu Y.,Journal of Energy Storage,2025-12-20,10.1016/j.est.2025.118556,0,https://api.elsevier.com/content/abstract/scopus_id/105018662773
fourth generation AND district heating and cooling,A detailed simulation model for fifth generation district heating and cooling networks with seasonal latent storage evaluated on field data,Kollmar M.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126757,0,https://api.elsevier.com/content/abstract/scopus_id/105016611124
fourth generation AND district heating and cooling,Understanding and coping with uncertainties in district heating systems: a multi-pathway review from probabilistic modeling to intelligent integration,Liang X.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116514,0,https://api.elsevier.com/content/abstract/scopus_id/105020256918
fourth generation AND district heating and cooling,Optimizing low-grade waste-heat recovery for district heating: A case study of a steel plant in China,Yang Z.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116583,0,https://api.elsevier.com/content/abstract/scopus_id/105018910507
fourth generation AND district heating and cooling,Groundwater flow impacts on very high temperature borehole thermal energy storage performance,Asan E.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116568,0,https://api.elsevier.com/content/abstract/scopus_id/105018908037
fourth generation AND district heating and cooling,Experimental evaluation of model predictive control and fuzzy logic control for demand response in buildings,Langner F.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126666,1,https://api.elsevier.com/content/abstract/scopus_id/105014535900
fourth generation AND district heating and cooling,"Advances in industrial energy systems for production, storage and utilization of energy",Bešenić T.,Applied Thermal Engineering,2025-12-15,10.1016/j.applthermaleng.2025.128658,0,https://api.elsevier.com/content/abstract/scopus_id/105018126839
fourth generation AND district heating and cooling,Advancing sustainability through renewable energy Technologies: Trends and innovations,Østergaard P.A.,Renewable Energy,2025-12-15,10.1016/j.renene.2025.124595,1,https://api.elsevier.com/content/abstract/scopus_id/105020284869
fourth generation AND district heating and cooling,Dynamical Tides in Neutron Stars with First-Order Phase Transitions: The Role of the Discontinuity Mode,Pereira J.P.,Physical Review Letters,2025-12-05,10.1103/k7l9-hw8g,0,https://api.elsevier.com/content/abstract/scopus_id/105023703125
fourth generation AND district heating and cooling,Business and pricing models for district heating and cooling: A review,Lilliu F.,Energy Reports,2025-12-01,10.1016/j.egyr.2025.06.049,0,https://api.elsevier.com/content/abstract/scopus_id/105012240461
fourth generation AND district heating and cooling,Assessing the economic feasibility of renewable integration in district heating and cooling networks for sustainable urban development,Li W.,Energy,2025-12-01,10.1016/j.energy.2025.138814,0,https://api.elsevier.com/content/abstract/scopus_id/105019738651
fourth generation AND district thermal,Techno-economic assessment of vegetable oils as heat transfer fluids for industrial solar thermal systems applications,Bouarfa I.,Results in Engineering,2026-03-01,10.1016/j.rineng.2025.108488,0,https://api.elsevier.com/content/abstract/scopus_id/105023675294
fourth generation AND district thermal,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fourth generation AND district thermal,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fourth generation AND district thermal,"Geochemical signatures, hydrocarbon generation kinetics, and oil-source correlation of the Es4 member source rocks in the Liaohe Western depression: implications for tight oil exploration in continental rift basins",Ge Z.,Fuel,2026-02-15,10.1016/j.fuel.2025.137033,0,https://api.elsevier.com/content/abstract/scopus_id/105020257440
fourth generation AND district thermal,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
fourth generation AND district thermal,Cavern thermal energy storage: State of play and prospects,Müller D.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127141,0,https://api.elsevier.com/content/abstract/scopus_id/105022878883
fourth generation AND district thermal,Impact of electrical energy storage on the performance of photovoltaic systems in building retrofits,Schibuola L.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116755,0,https://api.elsevier.com/content/abstract/scopus_id/105022798652
fourth generation AND district thermal,Triggering mechanisms of nucleation in supercooled sodium acetate trihydrate using magnetic actuation,Sun M.,Solar Energy,2026-01-15,10.1016/j.solener.2025.114193,0,https://api.elsevier.com/content/abstract/scopus_id/105023649062
fourth generation AND district thermal,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fourth generation AND district thermal,A comprehensive techno-economic analysis of solar energy integration in low-temperature district heating and cooling systems,Russo G.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124017,5,https://api.elsevier.com/content/abstract/scopus_id/105011876473
fourth generation AND district thermal,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
fourth generation AND district thermal,Experimental investigation on the thermal performance of a novel inverted pyramid-shaped simultaneous cold and heat storage water tank,Ren Y.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110234,1,https://api.elsevier.com/content/abstract/scopus_id/105013360441
fourth generation AND district thermal,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fourth generation AND district thermal,Real-world deployment of model-free reinforcement learning for energy control in district heating systems: Enhancing flexibility across neighboring buildings,Moshari A.,Applied Energy,2026-01-01,10.1016/j.apenergy.2025.126997,0,https://api.elsevier.com/content/abstract/scopus_id/105020937658
fourth generation AND district thermal,"Integrating solutions for enabling the sustainable development of energy, water and environment systems",Kılkış Ş.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120492,1,https://api.elsevier.com/content/abstract/scopus_id/105016830534
fourth generation AND district thermal,Clustering direct air capture and low-temperature waste heat sources to optimise the United Kingdom's future energy system,Middleton A.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120588,0,https://api.elsevier.com/content/abstract/scopus_id/105017545736
fourth generation AND district thermal,Unlocking solar and hydrogen potentials: A comparative analysis of solar tracking systems for South Africa's energy transition,Diesing A.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124066,0,https://api.elsevier.com/content/abstract/scopus_id/105012625750
fourth generation AND district thermal,Occupancy behavior-informed PV–battery sizing for resilient and sufficient buildings under climate-related disruptions,Jiang Z.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120524,0,https://api.elsevier.com/content/abstract/scopus_id/105019980406
fourth generation AND district thermal,Unlocking controllable ignition and combustion in onion-structured Al@Na3AlF6@AP composites through Na3AlF6 “Temperature Switch”,Wang X.,Fuel,2026-01-01,10.1016/j.fuel.2025.136033,1,https://api.elsevier.com/content/abstract/scopus_id/105009229732
fourth generation AND district thermal,Salt-assisted liquid-liquid microextraction-programmed temperature vaporizer-gas chromatography-tandem Q-Exactive Orbitrap mass spectrometry for simultaneous analysis of sixteen nitrosamines in drinking water,Gan P.,Talanta,2026-01-01,10.1016/j.talanta.2025.128486,0,https://api.elsevier.com/content/abstract/scopus_id/105008378174
fourth generation AND district thermal,Harnessing Variational Autoencoders and self-organising maps for groundwater contamination assessment in peri-urban Ghana,Opoku P.A.,Journal of African Earth Sciences,2026-01-01,10.1016/j.jafrearsci.2025.105866,0,https://api.elsevier.com/content/abstract/scopus_id/105017801437
